fine_label	utterance
UNK:UNK	Monsanto Email Re: Surfactant Issues in Germany and FTO Strategy MONGLY00984223 is an email exchange among various Monsanto employees re surfactant issues in Germany and FTO strategy for EU. MONGLY00981878 2/19/2014
UNK:UNK	Monsanto Email Discusses “Maintaining/Securing FTO for Surfactants” This document contains email correspondence from Monsanto’s William Heydens, regarding Surfactants, wherein Heydens writes: “One of those things is maintaining/securing FTO for surfactants. We have done a great job focusing on glyphosate defense, but there are battles to be waged on the surfactant front.” MONGLY03316060 3/24/2015
UNK:UNK	Overview of Glyphosate FTO Presentation: Overview of Glyphosate FTO, EU Glyphosate Review - Jan. 25, 2016 MONGLY07296609 5/12/2015
UNK:UNK	Email Discussing Monsanto’s Freedom to Operate (FTO) Blueprint for protecting Monsanto’s Customers Freedom to Operate (FTO) 154 Bates Title Description MONGLY01685794 8/14/2015
UNK:UNK	Phil Miller (Monsanto VP of Global Regulatory and Government Affairs) Fiscal 2015 Results Document Results document for Philip Miller. MONGLY0565 7663 11/2016
UNK:UNK	Monsanto PowerPoint: EME – glyphosate FTO Academic outreach Draft line -out November, 2016 Brussels This document is a PowerPoint presentation discussing glyphosate FTO in EU. MONGLY00648073 No Date
UNK:UNK	Monsanto Report: Proactive Issues Management – Team Objectives and Strategy This document contains a Monsanto Proactive Issues Management team objectives & strategy. The report indicates the Issues Management Team Mission and Goals: “Proactively identify, manage and prevent issues relating to Monsanto’s products, technologies and business practices by developing strategies to enable FTO and Cultivate Trust.” 155 Bates Title Description Discrediting Seralini MONGLY00923758 - MONGLY00923760 3/3/2005
UNK:UNK	Monsanto Email: Steven Levine, Donna Farmer and Others Discuss Seralini Article This document contai ns email correspondence between Monsanto employees Steven Levine, Donna Farmer, and Daniel Goldstein regarding Seralini article, wherein Levine provides a critical analysis of the article. MONGLY01187775 MONGLY01187776 5/19/2008
UNK:UNK	Monsanto Email Re: Tox Expert Review Meeting (2008) AND Provisional Programme – Glyphosate Peer Review Brussels 25-26 June 2008 This document contains an email exchange with an attachment ‘Provisional Programme – Glyphosate Peer Review’ in which Donna Farmer and others discuss response to Belle, Seralini and developing Peer Review Group for review of critical independent studies. MONGLY00987418 1/8/2009
UNK:UNK	Monsanto Email Re: New Seralini paper - glyphosate This document contains email correspondence between Monsanto's Richard Garnett, Donna Farmer and others re: New Seralini paper - glyphosate. 156 Bates Title Description MONGLY03185473 1/12/2009
UNK:UNK	Monsanto Email Re: Draft response documents to Seralini's latest petri dish experiment This do cument contains email communica tions bet ween Monsanto's Andy Hedgecock, Donna Farmer and others R e: Draft response documents t o Seralini's latest petri dish experiment in which Farmer states: “Surfactants like POEA are added to glyphosate -based formulations to facilitate the penetration of glyphosate through cuticular waxes on target plants but this then supports his contention that it is also helping get glyphosate into the mammalian cells... ” MONGLY01192417 MONGLY01192418 2/4/2009
UNK:UNK	Monsanto Email Re: crigen study AND Monsanto Internal Issue Alert – Seralini – French Researchers Speculate That Roundup Formulation Components May Cause Human Cell Damage This document conta ins an email from Monsanto’s Shannon Hauf to Donna Farmer and others re: Seralini study and contains an attachment, ‘2009 FINAL Issue Alert – Seralini – French Researchers Speculate That Roundup Formulation Components May Cause Human Cell Damage.’ Shannon Hauf states that the document can be shared with an academic “if we can be assured it will be held in confidentiality.” MONGLY01065612 6/24/2009
UNK:UNK	Monsanto Email Re: Latest Seralini This document contains email correspondence between Monsanto's David Saltmiras and [REDACTED] re: Latest Seralini. REDACTED says: “They also relate their observations back to levels of G when It is clear that it is not G that is responsible for the effects so this comment is not relevant. 1) The cytotox data as in all these studies clearly show that it is the adjuvants not G that is responsible for the cytotoxicity and presumably the other effects although in this paper they only test R400 and not G alone for other endpoints …” 157 Bates Title Description MONGLY00985794 8/21/2009
UNK:UNK	Monsanto Email Re: RE: Seralini et al - Review of Revised RTP Manuscript This document contains email correspondence between Monsanto's William Heydens, David Saltm iras, Steven Levine and Donna Farmer regarding Seralini et al - Review of Revised RTP Manuscript. Heydens thanks Levine, Saltmiras and others for their “excellent rebuttal material” of Seralini study. Heydens “synthesized” their comments and used them in his review of Seralini. MONGLY02061077 8/26/2009
UNK:UNK	Monsanto Email Re: Heyden's peer review rejection of a Seralini submission This document contains email correspondence between Monsanto's William Heydens and Editor of Regulatory Toxicology and Pharmacology, re: Heyden's peer review rejection of a Seralini study DIG1. Monsanto scientists were being asked to do “independent” peer review of a study involving harms caused by Monsanto’s product. Heydens’ peer review got shared and passed around contrary to peer review guidelines. Heydens et al were celebrating the rejection based on their negative peer review. MONGLY02061150 4/12/2010
UNK:UNK	Monsanto personnel celebrating the fact that the Seralini publication was rejected Monsanto pe rsonnel celebrating the fact that the Seralini publication was rejected. 158 Bates Title Description MONGLY02821105 4/26/2010
UNK:UNK	Monsanto Email FW: cherche lettre d e support a Seralini This document contains email correspondence between Donna Farmer and others re: cheche lettre de support a Seralini. The email exchanges are between redacted Monsanto France employees discussing Seralini and colleagues circulating a letter to gather support from scientists against “Monsanto attacks.” MONGLY02478859 1/13/2011
UNK:UNK	Monsanto Email Re: Article: Glyphosate & Cell Death (another from Seralini) This document contains email correspondence between Monsanto's David Saltmiras and Daniel Goldstein re: Article: Glyphosate & Cell Death (another from Seralini) wherein Saltmiras says Monsanto had previously reviewed this submission to Regulatory Toxicology and Pharmacology and recommended rejection. Saltmiras: “ We had previously reviewed this submission, which was in the end rejected by Regulatory Toxicology and Pharmacology, probably based on our comments.” MONGLY03081997 1/14/2011
UNK:UNK	Monsanto Email R E: Article: Glyphosate & Cell Death (another from Seralini) This document contains email correspondence between Monsanto's Daniel Goldstein, David Saltmiras, Donna Farmer, Steven Levine et al. re: Article: Glyphosate & Cell D eath (another from Seralini), wherein Saltmiras writes that Heydens was the intended reviewer of a Seralini paper and that Monsanto employees provided him comments. Levine confirms this point in a follow up email. MONGLY02722492 1/14/2011
UNK:UNK	Monsanto Email Re: Seralini CPublication Comments This document is an email exchange between William Heydens and Daniel Goldstein discussing the review of Seralini’s study. 159 Bates Title Description MONGLY02997262 MONGLY02997264 1/19/2011
UNK:UNK	Monsanto Email Re: Seralini vs. Fellous Defamation Case This document contains email correspondence between Monsanto’s Daniel Goldstein, Eric Sachs, Ivo Brants, Stacey Stater regarding Seralini vs. Fellous Defamation Case. MONGLY02428282 MONGLY02428287 MONGLY02428288- MONGLY02428338 1/26/2011
UNK:UNK	Internal Email showing Monsanto’s Donna Farmer responding to allegations regarding Seralini smear campaign AND Letter to Dr. Mae- Won Ho and Carol Stangel (EPA) Discussing Surfacta nts AND EPA Response to Public Comments on Glyphosate, AFFSA (France) Docs and Studies MONGLY024 28282 is an email exchange wherein Donna Farmer responds to allegations that Monsanto initiated a smear campaign against Seralini in 2009. (see MONGLY02061150 for Monsanto employees acting as peer reviewers to reject the study’s publication) MONGLY02428287 is a letter to Dr. Mae -Won Ho and Carol Stangel (EPA) discussing surfactants and glyphosate -based herbicides. MONGLY02428288- MONGLY02428338 contains a 2009 EPA Memo Re: Response to Public Comments on Glyphosate, AFFSA (France) documents a nd several studies. Includes responses to Seralini, Beyond Pesticides and Center for Food Safety submissions 160 Bates Title Description MONGLY11877285 2012
UNK:UNK	Monsa nto Commentary: Republication of Seralini et al., Food and Chemical Toxicology 2012 (RETRACTED) This document is a PowerPoint presentation prepared by Daniel Goldstein discussing the Seralini et al. study (2012). MONGLY02678809 3/26/2012
UNK:UNK	Monsanto Email RE: Brazil Seralini Issue This document contains email correspondence between Monsanto's Daniel Goldstein and Igor Olive ira re: Brazil Seralini Issue. According to Goldstein, “ The 2007 Seralini paper was pretty well ripped to shreds by Monsanto, 3rd party scientists, and the regulatory agencies.” MONGLY02185742 8/21/2012
UNK:UNK	Monsanto Consulting Agreement with Food and Chemical Toxicology Editor Preceding Journal’s Retraction of Seralini Study This document is a 2012 consulting agreement between Monsanto and editor of Food and Chemical Toxicology, Wallace Hayes for the period immediately preceding Mr. Hayes’s involvement in the retraction of the Seralini paper from Food and Chemical Toxico logy. MONGLY02539190 9/19/2012
UNK:UNK	Monsanto Email Re: Chatter: Long term toxicity of a Roundup herbicide and a Roundup- tolerant genetically -modified maize This document contains em ail correspondence between Monsanto’s John Vincini, Eric Sachs, and David Saltmiras regarding Chatter: Long term toxicity of a Roundup herbicide and a Roundup- tolerant genetically modified maize, wherein Sachs writes: “It would be good to provide arguments for Marc [Fellous].” 161 Bates Title Description MONGLY01096619 9/19/2012 - 9/20/2012
UNK:UNK	Monsanto Email Confirming Company’s Intimate Relationship with Wallace Hayes, Editor of Food and Chemical Toxi cology Journal This document contains an email correspondence between various Monsanto personnel wherein Dr. Saltmiras expresses the following with respect to the recently published study in Food and Chemical Toxicology by Seralini: “Wally Hayes, now FCT Editor in Chief for Vision and Strategy, sent me a courtesy email early this morning. Hopefully the two of us will have a follow up discussion soon to touch on whether I C'I' Vision and Strategy were front and center for this one passing through the peer r eview process.... and what is that, Vision and Strategy? I also suspect this paper may be in our own best interests - the last rites for Seralini's few remaining shreds of scientific credibility.” at *2. 162 Bates Title Description MONGLY02079999 - MONGLY02080001 MONGLY02080002- MONGLY02080004 9/21/2012
UNK:UNK	Monsanto E mail with Consultant Henry Miller Discussing Forbes Article Edited by Eric Sachs AND Edits and Comments on Draft of Henry Miller Article Scientists Smell A Rat In Fr audulent Rat Study MONGLY0207999- MONGLY0208001 contains email correspondence between Monsanto’s Eric Sachs and Daniel Goldstein, and consultant, Henry I. Miller regarding an article to be published in Miller’s name in Forbes. Miller submits a draft of a r ebuttal of the Seralini study that is edited by Sachs (see below). MONGLY02080002- MONGLY02080004 contains email correspondence between Monsanto’s Eric Sachs, Daniel Goldstein and Henry Miller, regarding Seralini, with attachment, “Scientists Smell a Rat in Fraudulent Rat Study.” Sachs writes: “Henry, I made a few suggestions. Where possible I think it is helpful to provide an explanation of how Seralini’s methods either contribute to or directly lead to misleading outcomes….” Sachs identified as “ess” mad e numerous edits on the attached draft. MONGLY01126903 9/21/2012
UNK:UNK	Monsanto Email Re: FW: more comments on Seralini paper This document contains email correspondence between Monsanto's Bruce Hammond, David Saltmiras, and Andrew Bar tholomaeus, re: more comments on Seralini paper, wherein comments from toxicologists from Pioneer, Syngenta, Bayer and BASF are attached. MONGLY02080011 9/22/2012
UNK:UNK	Monsanto Email Re: Seralini This document is an email correspondence between Daniel Goldstein, Eric Sachs, David Saltmiras, Henry Miller and others re: Seralini. In commenting on Miller’s and (and Sachs’) “suggestions” for Miller’s article, Goldstein notes that it is “not appropriate to criticize” the design of Seralini’s study. 163 Bates Title Description MONGLY02080055 9/23/2012
UNK:UNK	Monsanto Email Re: Seralini This document contains email correspondence between Monsanto's Eric Sachs, Bruce Hammond, Daniel Goldstein and Stanford's Henry Miller re: Seralini, wherein an email of Chris Preston from University of Adelaide to the FCT editor is shared. In one email, Goldstein says he is not sure if it is appropriate to criticize the Seralini study design as defective. MONGLY01004472 - MONGLY01004480 9/24/2012
UNK:UNK	Monsanto Email showing Monsanto’s employees’ attack on Seralini included influence on French government This document contains email correspondence between Monsanto’s David Saltmiras, Eric Sachs, Chloe Pavley and others regarding Seralini. Ms. Pavley forwards a link to an art icle by Henry Miller and Bruce Chassy, “Scientists Smell a Rat in Fraudulent Genetic Engineering Study,” in Forbes.com. MONGLY00900629 9/26/2012
UNK:UNK	Email from Monsanto Collaborator Bruce Chassy to Editor of Food and Chemical Toxicology Journal Urging Seralini St udy Retraction This document contains email correspondence between Bruce Chassy and the Editor of Food and Chemical Toxicology, Wallace Hayes, wherein Dr. Chassy urges Mr. Hayes to retract the Seralini paper at Monsanto’s request (discussed above): “My in tent was to urge you to roll back the clock, retract the paper, and restart the review process.” at *2. MONGLY02063095 9/26/2012
UNK:UNK	Monsanto Email Chain: Personnel Discusses Plan Seeking Retraction of Seralini Glyphosate Study This docum ent contains a series of email exchanges between various Monsanto personnel regarding letters to the editor of Food and Chemical Toxicology seeking retraction of a study by Professor G.E. Seralini. Mr. Eric Sachs writes about his efforts to galvanize scien tists in a letter -writing campaign in order to retract the article: “I talked to Bruce Chassy and he will send his letter to Wally Hayes directly and notify other scientists that have sent letters to do the same. He understands the urgency…I remain adamant that Monsanto must: not be put: in the position of providing the critical analysis that leads the editors to retract the paper.” at *3, 2; see also MONGLY01045298 (below). 164 Bates Title Description MONGLY02065511 9/27/2012
UNK:UNK	Monsanto Email Re: Seralini and Vendomois on You Tube This document is an email correspondence between William Hayes and David Saltmiras discussing the submission of t hird party expert scientist letters expressing shortcomings in the Seralini paper. MONGLY00936725 9/28/2012
UNK:UNK	Monsanto Email Chain Confirming Undisclosed Involvement in Successful Retraction of Seralini Study This document contains email correspondence between Dr. Goldstein and Eric Sachs regarding the Monsanto ca mpaign to retract professor Seralini’s paper. Dr. Goldstein states: “I was uncomfortable even letting shareholders know we are aware of this LTE.... It implies we had something to do with it - otherwise how do we have knowledge of it? I could add ‘Aware of multiple letters to editor including one signed by 25 scientists from 14 countries’ if you both think this is OK.” at *1. Mr. Sachs responds: “We are ‘connected’ but did not write the letter or encourage anyone to sign it.” Id. MONGLY06990900 9/28/2012
UNK:UNK	Eric Sachs circulates the letter sent to A. Wallace Hayes re Seralini retraction This document contains email correspondence between Eric Sachs and Peter Raven wherein Sachs circulates the letter sent to the Editor in Chief of the Journal of Food & Chemical Toxicology, A. Wallace H ayes, regarding Seralini retraction. MONGLY01006194 9/28/2012
UNK:UNK	Monsanto Email Re: Help Take Action AGAINST Seralini Study - - Write to Journal Editor TODAY This document contains an email correspondence from CropLife urging recipi ents to write to Wally Hayes urging retraction of Seralini study, with exemplar talking points to include in the letter urging retraction. 165 Bates Title Description MONGLY00900530 9/29/2012
UNK:UNK	Monsanto Email Re: URGENT: Quick Response Needed This document contains an email exchange between Daniel Goldstein, Eric Sachs regarding Corinne LePage’s (CRIIGEN) def ense of Seralini’s study. MONGLY06990942 - MONGLY06990950 9/30/2012
UNK:UNK	Internal Email showing Monsanto employees’ strategy for retraction of Seralini et al. This d ocument contains email correspondence between Monsanto’s Eric Sachs, Jerry Steiner, Philip Miller et al., regarding Seralini Paper – Letter to the Editor of JFCT from 25 Scientists in 14 Countries, and includes the letter sent to editor, A. Wallace Hayes. Sachs writes: “Several in Chatter are asking for the letter signed by 25 scientists to be shared publicly and leveraged…. If … publicizing the letter would lead Heyes and Elsevier to retract then it should be done immediately.” MONGLY06990942 10/1/2012
UNK:UNK	Monsanto Email: Internal discu ssion of how to orchestrate retraction of Seralini study Internal discussion of how to orchestrate retraction of Seralini study. MONGLY00978886 10/9/2012 - 10/10/2012
UNK:UNK	Monsanto Email Confirming Attempt to Seek Retraction of Seralini Study This document contains email correspondence betw een various Monsanto personnel wherein Daniel Goldstein writes the following with respect to professor Seralini’s study: “Retraction - Both Dan Jenkins (US Government affairs) and Harvey Glick made a strong case for withdrawal of the paper if at all possibl e, both on the same basis - that publication will elevate the status of the paper, bring other papers in the journal into question, and allow Seralini much more freedom to operate. The co -publication idea (in which rebuttals would be published with the pape r) will probably have a letter of explanation/editorial from the journal editor which could help to address these issues -but this is seen as less than ideal. 166 Bates Title Description MONGLY00978936 10/11/2012
UNK:UNK	Monsanto Email Re: Seralini - Key points from Americas/Europe and Asia Teleconferences yesterday This document contains email correspondence between Monsanto's Shawna Lemke, Michael Koch, et al. re: Seralini - Key points from Americas/Europe and Asia Teleconferences yesterday. In one email, Lemke writes: “ If we conduct a chronic study in response to Seralini's efforts, there is a significant risk that one study on one p roduct would not end the debate. That is, detractors and possibly regulators may see this, despite our best positioning, as an admission that studies are needed and/or a demonstration that we are willing to do them, resulting in requests for these studies on a routine basis. Given the lack of scientific need, the time required to complete (3 yrs including reporting), the significant financial investment ($1.5 M) the Toxicology team considers conduct of such studies a dangerous precedent to be avoided.” MONGLY02787454 11/14/2012
UNK:UNK	Monsanto Email Re: Seralini This document contains email correspondence between a redacted official from CEHTRA (Consultancy Environmental Human Toxicology Risk Assessment ) and Monsanto's David Saltmir as re: Seralini, wherein [REDACTED] offers a rebuttal to Seralini to the French Assemblee Nationale. MONGLY02719740 - MONGLY02719742 12/3/2012
UNK:UNK	Monsanto Email showing Monsanto employees discussing retraction of Seralini et al study This document contains email correspondence between Monsanto’s David Saltmiras, Eric Sachs, William Heydens, et al., regarding New Scientist: Pressure mounts for retraction of GM crop -cancer study, wherein they discuss retraction of Seralini 2012 study on the basis of COPE guidelines. 167 Bates Title Description MONGLY07018354 MONGLY07018356 2/13/2013
UNK:UNK	Monsanto Email Re: SA Presentation for Wednesday - LANCA AND Monsanto Company PowerPoint Presentation on Seralini et al., Food and Chemical Toxicology 2012 This document contains an email exchange regardin g the Seralini Affair with PowerPoint attachments. MONGLY01133862 2/24/ 2013
UNK:UNK	Monsanto Email Re: New publication calls for FCT Editor in Chief to retract Seralini paper This document contains email correspondence between Monsanto's David Saltmir as and FCT Editor, A Wallace Hayes, re: New publication calls for FCT Editor in Chief to retract Seralini paper. MONGLY02279114 - MONGLY02279117 3/18/2013
UNK:UNK	Monsanto Email showing Monsanto consultants’ acknowledgment that Seralini cannot be dismissed as ‘junk science’ This document contains email correspondence between Monsanto’s consultants regarding Glyphosate carc review v6, wherein one acknowledges that they cannot simply dismiss Seralini as “junk science” in their glyphosate cancer review. 168 Bates Title Description MONGLY01131436 - MONGLY0113 1452 3/22/2013
UNK:UNK	Monsanto Email showing Monsanto consultants discussion of Seralini et al retraction. This document contains email correspondence between Monsanto’s David Saltmiras and consultants regarding Glyphosate carc review v6, wherein a consultant writes: “I agree that Seralini has received more attention than he deserves and we should not contribute to this any further. If we had an idea about whe n we can expect Seralini's paper to disappear from the archives, we may decide to not even mention his name at all.” MONGLY01108417 4/19/2013
UNK:UNK	Monsanto Email Re: new Seralini study on pesticides This document contains email correspondence between Monsanto's John Swarthout, Daniel Goldstein, David Saltmiras, John Vicini and others re: new Seralini study on pesticides . [REDACTED] writes: “ Seralini apparently is about to publish a new study on Roundup in Toxicology. According to the report below it will claim that POE -15, which isn't always mentioned on the label, is 10,000 times more toxic than glyphosate.” MONGLY13146197 6/18/2013
UNK:UNK	Monsanto Email Re: David’s 2013 DPR Monsanto Scientist David Saltmiras Admits to Leveraging Relationship with Editor of Food and Chemical Toxicology Journal in Effort to Retract Seralini Study This document identifies the “Business Goals” of Monsanto employee David Saltmiras for the fiscal year 2013. Dr. Saltmiras explicitly states under the “Employee Comments” section: “Throughout the late 2012 Seralini rat cancer publication and media campaign, I leveraged my relationship the Editor of Chief of the publishing journal, Food and Chemical Toxicology and was the single point of contact between Monsanto and the Journal.” at 6. Moreover, Dr. Saltmiras acknowledges that he “[s]uccessfully facilitated numerous third party expert letters to the editor which were subsequently published, reflecting the numerous significant deficiencies, poor study design, biased reporting and selective statistics employed by Seralini.” at 3. MONGLY01824659 - MONGLY01824666 10/8/2013
UNK:UNK	Internal Email showing Monsanto’s partnership with The Context Network in defense of glyphosate This document contains email correspondence between JJ Barto, Eric Sachs et al., regarding Glyphosate Outreach content working groups. The Glyphosate working groups listed include: “Why glyphosate is safe; human/animal,” “Avoiding Bad Science (indirect rebuttal of Seralini…),” “Modules directly refuting Seralini….” MONGLY13223736 11/18/2013
UNK:UNK	GMO Answers: Expert Tab Content Needs This is a Ketchum / Center for Biotechnology Information document containing a preparation plan for content creation for the E xpert Tab of GMO Answers. The plan lists studies/articles by the likes of Seralini, Jeffrey Smith, etc. and proposed authors to create articles “that reflect the general scientific consensus.” These proposed authors include Kevin Folta, Bruce Chassy, Jon E ntine, Alan Felsot and others. 170 Bates Title Description MONGLY01004347 11/28/2013
UNK:UNK	Monsanto Email Re: Seralini Study to be Retracted by FCT This document contains email correspondence between Monsanto's Eric Sachs, John Vicini, Shawna Lin Lemke and V al Giddings re: Seralini Study to be Retracted by FCT . According to the emails, the Science Media Centre and Chatter group got wind of FCT’s retraction of the Seralini 2012 GM maize study before the news was public. MONGLY00901358 - MONGLY00901360 12/2/2013
UNK:UNK	Monsant o Email showing Monsanto employees anticipating legal action after retraction of Seralini study This document contains email correspondence between Monsanto employees David Saltmiras, John Vicini, Daniel Goldstein, Shawna Lin Lemke regarding Seralini Study to be retracted by Journal of Food and Chemical Toxicology. An email is forwarded re: Chatter: Seralini Urgent. Goldstein writes: “I think this will prove to be a widely regretted decision.” MONGLY07035266 1/27/2014
UNK:UNK	Monsanto Email Re: Latest Seralini Study This document is an email exchange between John Vicini, Eric Sachs and others discussing Seralini’s latest study, wherein Eric Sachs writes, “John Entine is working on an analysis of the paper based on the Monsanto remarks.” 171 Bates Title Description MONGLY02714542 1/27/2014
UNK:UNK	Monsanto Email Re: [CLA -HARC] Seralini documents – FINAL (?) This document is an email from CropLife America discussing media response to the Seralini paper. MONGLY 01083874 6/30/2014
UNK:UNK	Monsanto Email Re: Seralini republication This document contains email correspondence between Monsanto's David Saltmiras and FCT editor, A Wallace Hayes re: Seralini republication. Saltmiras send Hayes the Seralini republication manuscript. Hayes responds: “Thanks for sharing; not much of a paper. The noise level seems to be pretty low and maybe on our side this time.” MONGLY07001161 - MONGLY07001163 9/20/2015
UNK:UNK	Monsanto consultant Bruce Chassy claims Seralini attempted to commit fraud This document contains postings on AgB ioChatter by Bruce Chassy and others regarding Chatter: Seralini filed a complaint for defamation, again, wherein Chassy writes: “The facts are, however, pretty clear that in this case that Seralini has repeatedly attempted to commit scientific fraud.” MONGLY07005764 3/10/2016
UNK:UNK	AgBioChatter Email Re: Report on Seralini in San Diego This document is an email from Karl Haro von Mogel (AgBioChatter) re: Seralini at the Environmental Health Symposium in San Diego wherein von Mogel describes the event, which included “Smith, Seneff, Honeycutt, etc.” as “misguided, uncritical, pseudoscientific and potentially dangerous presentations of ideas under the heading ‘environmental medicine.’” 172 Bates Title Description MONGLY02722493 MONGLY01309767 Unknown
UNK:UNK	Comments on ‘Dig1 protects against cell death provoked by glyphosate - based herbicides in human liver cell lines ’ AND Steven Levine Handwritten Notes on Comments on ‘Dig1 protects against cell death provoked by glyphosate - based herbicides in human liver cell lines’ Monsanto comments on peer review of Seralini study ‘ Dig1 protects against cell death provoked by glyphosate - based he rbicides in human liver cell line’ MONGLY02016375 Unknown
UNK:UNK	Monsanto PowerPoint: Seralini Paper This document is a Monsanto PowerPoint presentation discussing the 2012 Seralini study Long term toxicity of a Roundup herbicide an d a Roundup- tolerant genetically modified maize. The presentation includes a slide on Monsanto’s Actions, Monsanto Assessment of the Paper and a profile of GE Seralini. 173 Bates Title Description Discrediting IARC MONGLY03046906 1/28/2015
UNK:UNK	Internal Discussion Re: Amplification of Pending Glyphosate Journal Articles Pre IARC This document contains an email chain between n Monsanto’s Aimee Hood, William Heydens, John Vicini and others regarding amplification of pending glyphosate journal articles & other potential communications. In preparation for IARC decision on the carcinogenicity of glyphosate, Monsanto planned to promote pending articles on glyphosate website. Vicini writes: “This link has Monsanto’s website responses to Carcinogenicity and Non Hodgkins Lymphoma and it dated 2002. I assume we can update these based on our recent work.” MONGLY06791698 MONGLY06791701 MONGLY06791704 2/5/2015
UNK:UNK	Email Discussion Re: Using CropLife America to Respond to IARC AND Email Re: IARC Carcinogenicity Classifications AND Table of Glyphosate Classifications: IARC (2006), GHS (2011) and EU (2008), EPA (2005) Email Discussio n Re: Using CropLife America to Respond to IARC 174 Bates Title Description MONGLY01021708 - MONGLY01021711 2/20/2015
UNK:UNK	Monsanto Email Re: Revised IARC reactive messaging IARC messaging plan Glyphosate Key Points Following IARC Decision: “This component represents the orchestrated outcry that could occur following the March 3- 10 IARC monograph expert meeting…proposed approach suggests industry associations and credible third parties lead, and Monsanto plays a secondary role to defend its Roundup brand.” MONGLY00946857 2/24/2015
UNK:UNK	Monsanto Email Re: Urgent need for technical review and possible commentary if you are available – Glyphosate and IARC This document contains email correspondence between Monsanto employee Daniel Goldstein and consultant, Michael Greenberg, regarding Urgent need for technical review and possible commentary if you are available - Glyphosate and IARC, wherein Goldstein wrote: “If glyphosate is classified as a possible or probably human carcinogen, this will obviously have a large impact on a molecule the EPA and the EU (German BfR) have recently concluded (preliminary EPA assessment and BfR rapporteur report for the EU) is not a carcinogen.” MONGLY00947787 MONGLY00947788- MONGLY00947795 2/26/2015
UNK:UNK	Monsanto Email Re: Revised Biblio and Approach AND Monsanto IARC Literature Feb. 2015 This document contains email correspondence between Monsanto employees Daniel Goldstein and William Banner regarding revised biblio and approach, with an att achment, Monsanto IARC literature Feb. 2015. 175 Bates Title Description MONGLY04773726 MONGLY04773727 MONGLY04773729 2/27/2015
UNK:UNK	and 3/1/2019 Monsanto Email Re: IARC response plan AND Monsanto response plan to IARC decision AND Monsanto IARC Response - Key Glyphosate Studies IARC response plan. MONGLY02698209 3/9/2015
UNK:UNK	Monsanto Email Re: Glyphosate -IARC assessment Daniel Goldstein communicates with ACSH re IARC decision and steps going forward MONGLY02078719 3/18/2015
UNK:UNK	Glyphosate Expert List Draft March 18, 2015 This document is a list of glyphosate experts Monsanto selected as media contacts for IARC response. 176 Bates Title Description MONGLY01971054 3/18/2015
UNK:UNK	Monsanto Email Re: URGENT – Glyphosate IARC response – request for additional experts Internal email from Daniel Goldstein re allocating budgets for responding to IARC MONGLY07037494 3/19/2015
UNK:UNK	Monsanto Email Re: ITIF Added Push This document contains email communications between Monsanto's Eric Sachs, Aimee Hoods, and Val Giddings, William Dube (The Infor mation Technology & Innovation Foundation ), et al. re : the Lancet Embargo. In the exchange, Sachs coordinates with ITIF, a Washington DC nonprofit think tank, and Val Giddings on blog posting / tweeting IARC response. Sachs: “we expect that there will be a few stories today following publication of the IARC analysis of glyphosate and other products in the Lancet (still expected 1PM Eastern). It may make sense to hold off on publishing your piece until Monday - however that thinking could change. I will keep you posted. obviously, the decision to post and when is completely up to you. I will continue to share our perspective.” MONGLY07596759 3/20/2015
UNK:UNK	Monsanto Issue Alert: IARC Panelists Classify Glyphosate as Probably Carcinogenic to Humans After Reviewing Limited Studies IARC Issue Alert 177 Bates Title Description MONGLY07597045 3/21/2015
UNK:UNK	Email Re: IARC Aftermath Email circulating links to press articles following the release of IARC Monograph 112 MONGLY00951829 MONGLY00951845- MONGLY0095 1853 4/23/2015
UNK:UNK	Monsanto Email Re: WHO Report on Glyphosate and Cancer AND Study: Changes in Herbicide Use After Adoption of HR Canola in Western Canada This document contains an email exchange between Eric Sachs and other Monsanto colleagues who discuss setting up a panel in response to IARC. The email contains an attachment, ‘Changes in Herbicide Use After Adoption of HR Canola in Western Canada’ MONGLY00955236 4/29/2015
UNK:UNK	Monsanto Email: Discussing Consequences of the IARC Classification Drs Farmer and Goldstein discussing consequences of the IARC classification 178 Bates Title Description MONGLY07598741 6/5/2015
UNK:UNK	Document Summarizing the Consequences of an IARC 2A Classification Document summarizing the consequences of an IARC 2A classification. IARC Implications - June 5, 2015 lists regulatory processes, restrictions/bans, and actions for different countries. MONGLY07598728 6/18/2015
UNK:UNK	Talking Points Re: IARC Classification of 2, 4-D Talking points re IARC classification of 2, 4- D KIERPROD00018398 7/14/2015
UNK:UNK	Monsanto Email Re: Top Two IARC Delay Reasons This document contains an email from Larry Kier to Bill Heydens re “Top Two IARC Delay Reasons” wherein Dr. Kier states “the top two reasons why the IARC glyphosate monograph is not imminent (if only we could choose) 1. IARC realized that the monograph and conclusions were not of sufficiently high quality to be published and will —consider a new Working Group to be convened after 2018.” MONGLY03932157 8/20/2015
UNK:UNK	Monsanto Email Discussing Participation in Toxicology Forum Participation of Monsanto in Toxicology Forum 179 Bates Title Description MONGLY07673 038 10/15/2015
UNK:UNK	Monsanto Email: Drafting Letters to the Senate Ag Committee Through Third Par ties to Defend Glyphosate Discussion of drafting letters to senate committee members through third parties. MONGLY01222884 10/20/2015
UNK:UNK	Email Re: Reuters Looking to Speak to IARC Observer – Following Red Flag Engagement, Reuters “First Piece Was Quite Critical of IARC” Email re comment from industry affiliate re IARC. MONGLY02054088 4/19/2016
